,UpdateDate,CompanyName,CompanyCode,1Day-ago_Value,TotalShare,SelfShare,sRIM,sRIM_w90,sRIM_w80
,2020-04-24 17:00:36.365306,오픈베이스,A049480,2820,31422383,306108,2663,2311,2213
