,UpdateDate,CompanyName,CompanyCode,1Day-ago_Value,TotalShare,SelfShare,sRIM,sRIM_w90,sRIM_w80
,2020-04-24 17:04:03.477447,엔에스,A217820,6550,9800000,0,8494,5341,4456
