,UpdateDate,CompanyName,CompanyCode,1Day-ago_Value,TotalShare,SelfShare,sRIM,sRIM_w90,sRIM_w80
,2020-05-26 16:49:57.181742,KG ETS,A151860,4345,36000000,1214582,34160,17700,13077
