,UpdateDate,CompanyName,CompanyCode,1Day-ago_Value,TotalShare,SelfShare,sRIM,sRIM_w90,sRIM_w80
,2020-04-24 14:44:43.007291,서진시스템,A178320,27850,18100666,0,34879,22577,19123
