,UpdateDate,CompanyName,CompanyCode,1Day-ago_Value,TotalShare,SelfShare,sRIM,sRIM_w90,sRIM_w80
,2020-04-24 14:43:37.647414,디지털대성,A068930,7840,22599223,3185611,8264,5859,5183
